01-01 00:40:45.918  2955  2955 I kernel  : Start to log kernel message
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    7.432217] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.979  2955  2955 I kernel  : <3>[    7.432265] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    7.432305] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.979  2955  2955 I kernel  : <7>[    8.086234] SELinux: initialized (dev tmpfs, type tmpfs), uses transition SIDs
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.090768] xhci-hcd xhci-hcd.1.auto: xHCI Host Controller
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.095172] xhci-hcd xhci-hcd.1.auto: new USB bus registered, assigned bus number 1
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.095720] xhci-hcd xhci-hcd.1.auto: irq 430, io mem 0x488d0000
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.095893] usb usb1: New USB device found, idVendor=1d6b, idProduct=0002
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.095904] usb usb1: New USB device strings: Mfr=3, Product=2, SerialNumber=1
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.095912] usb usb1: Product: xHCI Host Controller
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.095920] usb usb1: Manufacturer: Linux 3.14.51 xhci-hcd
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.095927] usb usb1: SerialNumber: xhci-hcd.1.auto
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.102833] hub 1-0:1.0: USB hub found
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.102886] hub 1-0:1.0: 1 port detected
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.103720] xhci-hcd xhci-hcd.1.auto: xHCI Host Controller
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    8.104339] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    8.104405] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.979  2955  2955 I kernel  : <3>[    8.104459] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.104511] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.105447] xhci-hcd xhci-hcd.1.auto: new USB bus registered, assigned bus number 2
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.105664] usb usb2: New USB device found, idVendor=1d6b, idProduct=0003
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.105674] usb usb2: New USB device strings: Mfr=3, Product=2, SerialNumber=1
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.105682] usb usb2: Product: xHCI Host Controller
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.105689] usb usb2: Manufacturer: Linux 3.14.51 xhci-hcd
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.105696] usb usb2: SerialNumber: xhci-hcd.1.auto
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.107600] hub 2-0:1.0: USB hub found
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.107645] hub 2-0:1.0: 1 port detected
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    8.108933] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    8.108996] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.979  2955  2955 I kernel  : <3>[    8.109049] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.109099] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.164206] usbcore: registered new interface driver usb-storage
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.177713] exFAT: Version 1.2.9
01-01 00:40:45.979  2955  2955 I kernel  : <7>[    8.189968] SELinux: initialized (dev configfs, type configfs), not configured for labeling
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.273675] usbcore: registered new interface driver snd-usb-audio
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.285203] usbcore: registered new interface driver cp210x
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.285592] usbserial: USB Serial support registered for cp210x
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.300669] most-video version 0.0.0 BCFB1EC26287B9C658CBB01, allocating 1 devices
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.306112] most-video: capture device: video1, DMA device 4842c000.mlb150, minor 10
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.306122] most-video: output device: video2
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.426230] usb 1-1: new high-speed USB device number 2 using xhci-hcd
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.426736] warning: `preloadResource' uses 32-bit capabilities (legacy support in use)
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.561309] usb 1-1: New USB device found, idVendor=0424, idProduct=2514
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.561323] usb 1-1: New USB device strings: Mfr=0, Product=0, SerialNumber=0
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.586532] hub 1-1:1.0: USB hub found
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.586601] hub 1-1:1.0: 4 ports detected
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    8.622088] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:45.979  2955  2955 I kernel  : <4>[    8.622163] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:45.979  2955  2955 I kernel  : <3>[    8.622246] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:45.979  2955  2955 I kernel  : <6>[    8.622324] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:45.979  2955  2955 I kernel  : <38>[   10.746673] type=1400 audit(946684806.349:3): avc: denied { entrypoint } for pid=2346 comm="init" path="/system/bin/dr_carplay_service" dev="dm-0" ino=257 scontext=u:r:gpsd:s0 tcontext=u:object_r:system_file:s0 tclass=file permissive=1
01-01 00:40:45.979  2955  2955 I kernel  : <12>[   12.153021] healthd: battery none chg=
01-01 00:40:45.979  2955  2955 I kernel  : <6>[   12.473184] lowmemorykiller: lowmem_shrink: convert oom_adj to oom_score_adj:
01-01 00:40:45.979  2955  2955 I kernel  : <6>[   12.473203] lowmemorykiller: oom_adj 0 => oom_score_adj 0
01-01 00:40:45.979  2955  2955 I kernel  : <6>[   12.473211] lowmemorykiller: oom_adj 1 => oom_score_adj 58
01-01 00:40:45.979  2955  2955 I kernel  : <6>[   12.473221] lowmemorykiller: oom_adj 2 => oom_score_adj 117
01-01 00:40:45.979  2955  2955 I kernel  : <6>[   12.473229] lowmemorykiller: oom_adj 3 => oom_score_adj 176
01-01 00:40:45.979  2955  2955 I kernel  : <6>[   12.473236] lowmemorykiller: oom_adj 9 => oom_score_adj 529
01-01 00:40:45.979  2955  2955 I kernel  : <6>[   12.473244] lowmemorykiller: oom_adj 15 => oom_score_adj 1000
01-01 00:40:45.979  2955  2955 I kernel  : <12>[   14.796631] avc:  denied  { set } for property=sys.launcher_loaded scontext=u:r:untrusted_app:s0 tcontext=u:object_r:system_prop:s0 tclass=property_service
01-01 00:40:45.979  2955  2955 I kernel  : <12>[   14.797207] avc:  denied  { set } for property=launcher.started scontext=u:r:untrusted_app:s0 tcontext=u:object_r:default_prop:s0 tclass=property_service
01-01 00:40:45.979  2955  2955 I kernel  : <38>[   14.800823] type=1400 audit(946687245.009:4): avc: denied { write } for pid=2558 comm="a.tjba.launcher" name="property_service" dev="tmpfs" ino=1434 scontext=u:r:untrusted_app:s0 tcontext=u:object_r:property_socket:s0 tclass=sock_file permissive=1
01-01 00:40:45.979  2955  2955 I kernel  : <38>[   14.802156] type=1400 audit(946687245.009:5): avc: denied { connectto } for pid=2558 comm="a.tjba.launcher" path="/dev/socket/property_service" scontext=u:r:untrusted_app:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
01-01 00:40:45.979  2955  2955 I kernel  : <3>[   15.623437] show_nor_ascii: data (39540-TJBA-A110) length(32)
01-01 00:40:45.979  2955  2955 I kernel  : <3>[   15.623449] show_ascii: data (39540-TJBA-A110) length(32)
01-01 00:40:45.979  2955  2955 I kernel  : <3>[   15.626108] show_nor_ascii: data (NORMAL) length(32)
01-01 00:40:45.979  2955  2955 I kernel  : <3>[   15.626118] show_ascii: data (NORMAL) length(32)
01-01 00:40:45.979  2955  2955 I kernel  : <3>[   15.631402] show_nor_ascii: data (NORMAL) length(32)
01-01 00:40:45.979  2955  2955 I kernel  : <3>[   15.631413] show_ascii: data (NORMAL) length(32)
01-01 00:40:45.979  2955  2955 I kernel  : <12>[   15.639073] ===> boot completed init: Warning!  Service drplaybacksrv needs a SELinux domain defined; please fix!
01-01 00:40:45.979  2955  2955 I kernel  : <11>[   15.640564] init: Warning!  Service drrecordersrv needs a SELinux domain defined; please fix!
01-01 00:40:45.979  2955  2955 I kernel  : <3>[   15.728775] show_nor_ascii: data (NORMAL) length(32)
01-01 00:40:45.979  2955  2955 I kernel  : <3>[   15.728789] show_ascii: data (NORMAL) length(32)
01-01 00:40:45.993  2955  2955 I kernel  : <38>[   15.761958] type=1400 audit(946687245.889:6): avc: denied { entrypoint } for pid=2961 comm="init" path="/system/bin/ringsniffer" dev="dm-0" ino=365 scontext=u:r:hrao_native_service:s0 tcontext=u:object_r:system_file:s0 tclass=file permissive=1
01-01 00:40:46.121  2955  2955 I kernel  : <6>[   15.891323] tun: Universal TUN/TAP device driver, 1.6
01-01 00:40:46.121  2955  2955 I kernel  : <6>[   15.891336] tun: (C) 1999-2004 Max Krasnyansky <maxk@qualcomm.com>
01-01 00:40:46.181  2955  2955 I kernel  : <3>[   15.953392] show_nor_ascii: data (58000240) length(32)
01-01 00:40:46.181  2955  2955 I kernel  : <3>[   15.953408] show_ascii: data (58000240) length(32)
01-01 00:40:46.271  2955  2955 I kernel  : <11>[   16.041157] UtilityDaemon : getBootCompleted: Got boot completed
01-01 00:40:46.271  2955  2955 I kernel  : <11>[   16.041180] PartSwitch : update_status()
01-01 00:40:46.271  2955  2955 I kernel  : <11>[   16.044757] PartSwitch : update_status: Update status: 0
01-01 00:40:46.271  2955  2955 I kernel  : <11>[   16.044780] PartSwitch : update_status: DevUpdate status: -1
01-01 00:40:46.271  2955  2955 I kernel  : <11>[   16.044795] PartSwitch : update_redbend_fstab()
01-01 00:40:46.271  2955  2955 I kernel  : <11>[   16.050895] PartSwitch : update_redbend_fstab: /persistdata/redbend_fstab/rb_boot1system1.fstab -> /persistdata/redbend_fstab/rb_recovery.fstab
01-01 00:40:46.321  2955  2955 I kernel  : <3>[   16.096254] show_nor_ascii: data (DW5468700158) length(32)
01-01 00:40:46.321  2955  2955 I kernel  : <3>[   16.096268] show_ascii: data (DW5468700158) length(32)
01-01 00:40:46.331  2955  2955 I kernel  : <4>[   16.109086] omap_hwmod: mmu_ipu2: _wait_target_disable failed
01-01 00:40:46.421  2955  2955 I kernel  : <7>[   16.191326] udc 48890000.usb: registering UDC driver [g_mfi]
01-01 00:40:46.501  2955  2955 I kernel  : <4>[   16.241674] [INFO][f_ncm] [INFO][f_ncm] g_mfi gadget: adding config #1 'Digital iPod Out Gadget Config'/7f2087ac
01-01 00:40:46.501  2955  2955 I kernel  : <7>[   16.277883] g_mfi gadget: adding 'giap2'/c9d05140 to config 'Digital iPod Out Gadget Config'/7f2087ac
01-01 00:40:46.501  2955  2955 I kernel  : <7>[   16.277920] g_mfi gadget: adding 'cdc_network'/d9c25000 to config 'Digital iPod Out Gadget Config'/7f2087ac
01-01 00:40:46.501  2955  2955 I kernel  : <4>[   16.277928] ncm_control_intf.bInterfaceNumber=1
01-01 00:40:46.501  2955  2955 I kernel  : <4>[   16.277934] ncm_data_intf.bInterfaceNumber=2
01-01 00:40:46.501  2955  2955 I kernel  : <4>[   16.277956] CDC Network: dual speed IN/ep2in OUT/ep2out NOTIFY/ep3in
01-01 00:40:46.501  2955  2955 I kernel  : <7>[   16.277965] g_mfi gadget: cfg 1/7f2087ac speeds: super high full
01-01 00:40:46.501  2955  2955 I kernel  : <7>[   16.277972] g_mfi gadget:   interface 0 = giap2/c9d05140
01-01 00:40:46.501  2955  2955 I kernel  : <7>[   16.277979] g_mfi gadget:   interface 1 = cdc_network/d9c25000
01-01 00:40:46.501  2955  2955 I kernel  : <7>[   16.277986] g_mfi gadget:   interface 2 = cdc_network/d9c25000
01-01 00:40:46.501  2955  2955 I kernel  : <6>[   16.277996] g_mfi gadget: g_mfi ready
01-01 00:40:46.501  2955  2955 I kernel  : <3>[   16.278008] dwc3 48890000.usb: otg: gadget gadget registered
01-01 00:40:46.501  2955  2955 I kernel  : <7>[   16.278553] g_mfi gadget: usb_gadget_start
01-01 00:40:46.511  2955  2955 I kernel  : <7>[   16.284047] g_mfi 48890000.usb: usb_gadget_udc_start
01-01 00:40:46.511  2955  2955 I kernel  : <7>[   16.287705] g_mfi gadget: usb_gadget_stop
01-01 00:40:46.511  2955  2955 I kernel  : <7>[   16.287722] g_mfi 48890000.usb: usb_gadget_udc_stop
01-01 00:40:46.531  2955  2955 I kernel  : <6>[   16.301090] xhci-hcd xhci-hcd.0.auto: xHCI Host Controller
01-01 00:40:46.541  2955  2955 I kernel  : <6>[   16.314854] xhci-hcd xhci-hcd.0.auto: new USB bus registered, assigned bus number 3
01-01 00:40:46.541  2955  2955 I kernel  : <6>[   16.315360] xhci-hcd xhci-hcd.0.auto: irq 429, io mem 0x48890000
01-01 00:40:46.541  2955  2955 I kernel  : <6>[   16.315652] usb usb3: New USB device found, idVendor=1d6b, idProduct=0002
01-01 00:40:46.541  2955  2955 I kernel  : <6>[   16.315663] usb usb3: New USB device strings: Mfr=3, Product=2, SerialNumber=1
01-01 00:40:46.541  2955  2955 I kernel  : <6>[   16.315671] usb usb3: Product: xHCI Host Controller
01-01 00:40:46.541  2955  2955 I kernel  : <6>[   16.315679] usb usb3: Manufacturer: Linux 3.14.51 xhci-hcd
01-01 00:40:46.541  2955  2955 I kernel  : <6>[   16.315686] usb usb3: SerialNumber: xhci-hcd.0.auto
01-01 00:40:46.571  2955  2955 I kernel  : <6>[   16.347997] hub 3-0:1.0: USB hub found
01-01 00:40:46.571  2955  2955 I kernel  : <6>[   16.348086] hub 3-0:1.0: 1 port detected
01-01 00:40:46.571  2955  2955 I kernel  : <4>[   16.349106] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:46.571  2955  2955 I kernel  : <4>[   16.349296] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:46.571  2955  2955 I kernel  : <3>[   16.349383] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:46.571  2955  2955 I kernel  : <6>[   16.349962] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:46.571  2955  2955 I kernel  : <4>[   16.350462] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:46.571  2955  2955 I kernel  : <4>[   16.350514] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:46.571  2955  2955 I kernel  : <3>[   16.350558] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:46.571  2955  2955 I kernel  : <6>[   16.350598] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:46.571  2955  2955 I kernel  : <6>[   16.350773] xhci-hcd xhci-hcd.0.auto: xHCI Host Controller
01-01 00:40:46.591  2955  2955 I kernel  : <6>[   16.370290] xhci-hcd xhci-hcd.0.auto: new USB bus registered, assigned bus number 4
01-01 00:40:46.591  2955  2955 I kernel  : <6>[   16.371061] usb usb4: New USB device found, idVendor=1d6b, idProduct=0003
01-01 00:40:46.591  2955  2955 I kernel  : <6>[   16.371074] usb usb4: New USB device strings: Mfr=3, Product=2, SerialNumber=1
01-01 00:40:46.591  2955  2955 I kernel  : <6>[   16.371082] usb usb4: Product: xHCI Host Controller
01-01 00:40:46.591  2955  2955 I kernel  : <6>[   16.371091] usb usb4: Manufacturer: Linux 3.14.51 xhci-hcd
01-01 00:40:46.591  2955  2955 I kernel  : <6>[   16.371099] usb usb4: SerialNumber: xhci-hcd.0.auto
01-01 00:40:46.725  2955  2955 I kernel  : <6>[   16.492878] hub 4-0:1.0: USB hub found
01-01 00:40:46.725  2955  2955 I kernel  : <6>[   16.493037] hub 4-0:1.0: 1 port detected
01-01 00:40:46.725  2955  2955 I kernel  : <4>[   16.494112] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:46.725  2955  2955 I kernel  : <4>[   16.494179] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:46.725  2955  2955 I kernel  : <3>[   16.494245] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:46.725  2955  2955 I kernel  : <6>[   16.494301] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:46.781  2955  2955 I kernel  : <38>[   16.551756] type=1400 audit(946687246.609:7): avc: denied { connectto } for pid=1917 comm="gps_receiver_ma" path="/dev/socket/dr_playback_commands" scontext=u:r:gpsd:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
01-01 00:40:46.881  2955  2955 I kernel  : <12>[   16.614202] ===> boot completed 
01-01 00:40:46.881  2955  2955 I kernel  : <6>[   16.655168] PPP generic driver version 2.4.2
01-01 00:40:47.021  2955  2955 I kernel  : <38>[   16.796700] type=1400 audit(946687246.699:8): avc: denied { write } for pid=2374 comm="Binder_1" name="dr_playback_commands" dev="tmpfs" ino=5078 scontext=u:r:system_server:s0 tcontext=u:object_r:socket_device:s0 tclass=sock_file permissive=1
01-01 00:40:47.091  2955  2955 I kernel  : <6>[   16.868472] usbcore: registered new interface driver cdc_acm
01-01 00:40:47.091  2955  2955 I kernel  : <6>[   16.868486] cdc_acm: USB Abstract Control Model driver for USB modems and ISDN adapters
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.272280] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.272362] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   17.272436] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   17.272490] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.287777] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.287855] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   17.287935] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   17.288003] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.367359] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.368311] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   17.368933] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   17.368990] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:49.501  2955  2955 I kernel  : <38>[   17.400614] type=1400 audit(946687247.609:9): avc: denied { connectto } for pid=1917 comm="gps_receiver_ma" path="/dev/socket/dr_playback_commands" scontext=u:r:gpsd:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.411493] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.411570] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   17.411638] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   17.411805] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.469616] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.469687] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   17.469756] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   17.469812] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.480508] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   17.480580] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   17.480657] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   17.480721] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   17.886341] syncsound version 1.3.5 05317DF0B1AD4063EC5E303
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   18.171433] syncsound: registered for 7 synchronous devices
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   18.172813] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   18.172876] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   18.173115] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   18.173181] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:49.501  2955  2955 I kernel  : <12>[   18.331286] avc:  denied  { set } for property=sys.usb.config scontext=u:r:platform_app:s0 tcontext=u:object_r:system_radio_prop:s0 tclass=property_service
01-01 00:40:49.501  2955  2955 I kernel  : <38>[   18.349494] type=1400 audit(946687248.539:10): avc: denied { write } for pid=3051 comm="a.tjba.usbaudio" name="property_service" dev="tmpfs" ino=1434 scontext=u:r:platform_app:s0 tcontext=u:object_r:property_socket:s0 tclass=sock_file permissive=1
01-01 00:40:49.501  2955  2955 I kernel  : <38>[   18.349802] type=1400 audit(946687248.539:11): avc: denied { connectto } for pid=3051 comm="a.tjba.usbaudio" path="/dev/socket/property_service" scontext=u:r:platform_app:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
01-01 00:40:49.501  2955  2955 I kernel  : <4>[   18.619980] [DEBUG][f_ncm] eth_open
01-01 00:40:49.501  2955  2955 I kernel  : <6>[   18.620128] IPv6: ADDRCONF(NETDEV_UP): usb0: link is not ready
01-01 00:40:49.501  2955  2955 I kernel  : <11>[   19.186794] init: Boot Animation exit
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   19.193456] show_nor_ascii: data (NORMAL) length(32)
01-01 00:40:49.501  2955  2955 I kernel  : <3>[   19.193468] show_ascii: data (NORMAL) length(32)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.358257] dhd_module_init in
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.358400] found wifi platform device bcmdhd_wlan
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.358997] Power-up adapter 'DHD generic adapter'
01-01 00:40:50.582  2955  2955 I kernel  : <38>[   19.395982] type=1400 audit(946687249.609:12): avc: denied { connectto } for pid=1917 comm="gps_receiver_ma" path="/dev/socket/dr_playback_commands" scontext=u:r:gpsd:s0 tcontext=u:r:init:s0 tclass=unix_stream_socket permissive=1
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.496489] mmc1: queuing unknown CIS tuple 0x80 (2 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.499689] mmc1: queuing unknown CIS tuple 0x80 (7 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.502138] mmc1: queuing unknown CIS tuple 0x80 (6 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.512258] mmc1: queuing unknown CIS tuple 0x80 (31 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.515007] mmc1: queuing unknown CIS tuple 0x80 (7 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.528987] mmc1: queuing unknown CIS tuple 0x80 (25 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.537754] mmc1: queuing unknown CIS tuple 0x80 (25 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.567957] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.568028] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:50.582  2955  2955 I kernel  : <3>[   19.568090] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:50.582  2955  2955 I kernel  : <6>[   19.568152] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.667657] mmc1: queuing unknown CIS tuple 0x80 (2 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.670374] mmc1: queuing unknown CIS tuple 0x80 (7 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.672800] mmc1: queuing unknown CIS tuple 0x80 (6 bytes)
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.739273] bcmsdh_sdmmc: bcmsdh_sdmmc_probe Enter
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.739731] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb074 ret = -22
01-01 00:40:50.582  2955  2955 I kernel  : <4>[   19.739794] asoc_simple_card_sub_parse_of: codec-name: np = dc7bb12c ret = 0
01-01 00:40:50.582  2955  2955 I kernel  : <3>[   19.739858] asoc-simple-card adv7611_hdmi_card: ASoC: CODEC adv7611-asoc-codec not registered
01-01 00:40:50.582  2955  2955 I kernel  : <6>[   19.739904] platform adv7611_hdmi_card: Driver asoc-simple-card requests probe deferral
